title,mal_id,type,chapters,volumes,status,genres,score,rank,author,serializations
Colorful Line,78073,Manga,6.0,1.0,Finished,"['Boys Love', 'Comedy', 'Drama', 'Romance']",7.15,5737.0,"['Ichikawa, Kei']",Magazine Be x Boy
Come to Hand,136112,Manga,7.0,1.0,Finished,"['Boys Love', 'Erotica']",7.57,,['Sei'],mimosa
Complex x Jijou,143897,Manga,7.0,1.0,Finished,"['Boys Love', 'Erotica']",,,"['Si, Mitsuru']",Qpa
Cupid ni Rakurai,126796,Manga,6.0,1.0,Finished,"['Boys Love', 'Erotica']",7.68,,"['Suzumaru, Minta']",Cab
Cupid ni Rakurai: Tsuigeki,134072,Manga,7.0,1.0,Finished,"['Boys Love', 'Erotica']",7.34,,"['Suzumaru, Minta']",Cab
Dekoboko Sugar Days,115289,Manga,8.0,1.0,Finished,"['Boys Love', 'Erotica']",7.52,,"['Yusen, Atsuko']",Love xxx Boys pixiv
Dirty Darling,133281,Manga,6.0,1.0,Finished,"['Boys Love', 'Erotica']",7.14,,"['Kanbe, Gorou']",uvu
Doubt,5293,Manga,21.0,4.0,Finished,"['Mystery', 'Suspense']",7.13,5948.0,"['Tonogai, Yoshiki']",Shounen Gangan
Doukyuusei,9699,Manga,6.0,1.0,Finished,"['Boys Love', 'Slice of Life']",8.31,266.0,"['Nakamura, Asumiko']",Opera
Fukou-kun wa Kiss suru shika Nai!,135100,Manga,9.0,1.0,Finished,"['Boys Love', 'Erotica']",7.02,,"['Tsuyu, Gamoko']",B-BOY P!
Futari no Lion,114065,Manga,8.0,1.0,Finished,"['Boys Love', 'Slice of Life']",7.7,1504.0,"['Furuya, Nagisa']",RuTile
Ganbare! Nakamura-kun!!,93695,Manga,11.0,1.0,Finished,['Boys Love'],7.94,799.0,['Syundei'],Opera
Goth,958,Manga,5.0,1.0,Finished,"['Horror', 'Mystery']",7.28,4384.0,"['Ooiwa, Kenji', 'Otsuichi']",Shounen Ace
Gunjou no Subete,99866,Manga,5.0,1.0,Finished,['Boys Love'],7.62,1883.0,"['Furuya, Nagisa']",gateau
Hana to Usagi,70107,Manga,6.0,1.0,Finished,"['Boys Love', 'Slice of Life', 'Erotica']",7.57,,"['Kashima, Chiaki']",GUSH
Hatsukoi no Tonari,109187,Manga,6.0,1.0,Finished,"['Boys Love', 'Romance', 'Slice of Life', 'Erotica']",7.15,,"['Uno, Yukiaki']",WEBgateau
Hatsukoi Note,143853,Manga,5.0,1.0,Finished,"['Boys Love', 'Erotica']",,,['Amekiri'],Dear+
Heroine Shikkaku,23358,Manga,42.0,10.0,Finished,['Romance'],7.07,6629.0,"['Koda, Momoko']",Bessatsu Margaret
Hibi Chouchou,35719,Manga,83.0,12.0,Finished,"['Romance', 'Slice of Life']",7.56,2189.0,"['Morishita, Suu']",Margaret
Hibi Chouchou x Hirunaka no Ryuusei,77427,Manga,2.0,1.0,Finished,"['Comedy', 'Romance', 'Slice of Life']",7.35,3660.0,"['Yamamori, Mika', 'Morishita, Suu']",Margaret
Hibi mo Tsumoreba Koi to Naru,133358,Manga,6.0,1.0,Finished,"['Boys Love', 'Drama']",7.12,6094.0,"['Kon, Shouta']",.Bloom
Hidamari ga Kikoeru,84255,Manga,6.0,1.0,Finished,"['Boys Love', 'Slice of Life']",8.24,335.0,"['Fumino, Yuki']",Canna
Hidamari ga Kikoeru: Koufukuron,112090,Manga,7.0,1.0,Finished,"['Boys Love', 'Slice of Life']",8.11,504.0,"['Fumino, Yuki']",Canna
Hidamari no Orange,136568,Manga,6.0,1.0,Finished,"['Boys Love', 'Slice of Life']",7.47,2753.0,"['Yuu, Chitose']",GUSH
Hige to Suzu to Shabondama,129723,Manga,23.0,1.0,Finished,"['Boys Love', 'Slice of Life', 'Erotica']",7.65,,['ymz'],Honey Milk
Hirunaka no Ryuusei,27231,Manga,86.0,12.0,Finished,"['Comedy', 'Romance', 'Slice of Life']",8.24,338.0,"['Yamamori, Mika']",Margaret
Hoppe ni Himawari,48523,Manga,9.0,1.0,Finished,['Boys Love'],7.18,5380.0,"['Mita, Ori']",Cab
Hoshi to Harinezumi,116938,Manga,6.0,1.0,Finished,"['Boys Love', 'Erotica']",7.42,,"['Nago, Nayuta']",Cab
Issho ni Itadakimasu,142320,Manga,6.0,1.0,Finished,"['Boys Love', 'Gourmet', 'Erotica']",,,['75'],Char@
Itoshi no Unlucky Days,136569,Manga,5.0,1.0,Finished,"['Boys Love', 'Erotica']",6.86,,"['Himaki, Ito']",G-Lish
Kamisama ga Uso wo Tsuku.,50217,Manga,5.0,1.0,Finished,"['Drama', 'Romance', 'Slice of Life']",7.96,764.0,"['Ozaki, Kaori']",Afternoon
Kare no Barairo no Jinsei,36407,Manga,6.0,1.0,Finished,"['Boys Love', 'Slice of Life', 'Erotica']",7.57,,['Hideyoshico'],Cab
Kare no Iru Seikatsu,121310,Manga,11.0,1.0,Finished,"['Boys Love', 'Drama', 'Slice of Life', 'Erotica']",7.51,,"['Miyata, Toworu']",B-BOY P!
Kimi ni shika Kikoenai,11438,Manga,5.0,1.0,Finished,"['Drama', 'Supernatural']",7.88,935.0,"['Otsuichi', 'Kiyohara, Hiro']",Shounen Ace
Kimi no Sumire,135525,Manga,6.0,1.0,Finished,['Boys Love'],7.6,1973.0,"['Arima, Arashi']",Daria
Kimi to Natsu no Naka,115365,Manga,5.0,1.0,Finished,"['Boys Love', 'Drama', 'Slice of Life']",7.91,879.0,"['Furuya, Nagisa']",gateau
Kimi wa Natsu no Naka,109330,Manga,5.0,1.0,Finished,"['Boys Love', 'Drama', 'Slice of Life']",7.86,982.0,"['Furuya, Nagisa']",gateau
Koi ga Ochitara,117198,Manga,6.0,1.0,Finished,"['Boys Love', 'Erotica']",7.77,,"['Ueda, Aki']",drap
Koi no Senryaku Management,103867,One-shot,1.0,,Finished,"['Boys Love', 'Erotica']",7.09,,"['Mofumofu, Edako']",aQtto!
Koi wo Suru Tsumori wa Nakatta,126503,Manga,6.0,1.0,Finished,"['Boys Love', 'Erotica']",7.62,,"['Suzumaru, Minta']",Mellow Kiss
Koisuru Tetsumenpi,120589,Manga,18.0,3.0,Finished,"['Boys Love', 'Erotica']",7.16,,"['Nakata, Akira']",Hanaoto
Kurayami ni Strobe,35211,Manga,7.0,1.0,Finished,"['Boys Love', 'Romance']",7.7,1535.0,"['Hayakawa, Nojiko']",Cab
Link and Ring,126700,Manga,7.0,1.0,Finished,"['Boys Love', 'Erotica']",7.62,,"['Tsuyuki, Yuruko']",.Bloom
Lonely to Organdy,100927,Manga,5.0,,Finished,"['Boys Love', 'Supernatural', 'Erotica']",7.95,,"['Ogeretsu, Tanaka']",Dear+
Mihanada Pectolite,119662,Manga,5.0,1.0,Finished,"['Boys Love', 'Erotica']",7.43,,"['Nago, Nayuta']",.Bloom
Mikami to Sato wa Mada Yamashikunai,113455,Manga,,,Publishing,"['Boys Love', 'Comedy']",7.07,6721.0,"['Tsurukame, Mayo']",B-BOY P!
Monotone Blue,132923,Manga,11.0,1.0,Finished,"['Boys Love', 'Supernatural']",7.6,2004.0,['Nagabe'],Be x Boy GOLD
Motoyan Papa to Hitsuji-sensei,108310,Manga,5.0,1.0,Finished,"['Boys Love', 'Slice of Life', 'Erotica']",7.53,,"['Mizuki, Tama']",Comic fleur
My Broken Mariko,123812,Manga,5.0,1.0,Finished,['Drama'],7.66,1701.0,"['Hirako, Waka']",Comic Bridge
Neko x Neko,114642,Manga,5.0,1.0,Finished,"['Boys Love', 'Erotica']",7.29,,"['Tatsumoto, Mio']",Comic fleur
Ookami Papa wa Hitsujizura shite Yattekuru,108825,Manga,5.0,1.0,Finished,"['Boys Love', 'Slice of Life', 'Erotica']",7.42,,"['Kurusu, Haiji']",Hanaoto
Ookisugite Gomennasai!,143860,Manga,6.0,1.0,Finished,"['Boys Love', 'Erotica']",,,"['Touya, Tsuduru']",G-Lish
Ore dake no Senzoku Alpha,132497,Manga,7.0,1.0,Finished,"['Boys Love', 'Erotica']",,,"['Hoshikura, Zozo']",Charles Mag Omegaverse
Ore to Joushi no Kakushigoto,102178,Manga,5.0,1.0,Finished,"['Boys Love', 'Erotica']",7.46,,"['Kashima, Chiaki']",GUSH
Ote wo Haishaku,95901,Manga,6.0,1.0,Finished,"['Boys Love', 'Erotica']",7.21,,"['Sakumoto, Ayu']",Qpa
Restart wa Onaka wo Sukasete,128995,Manga,6.0,1.0,Finished,"['Boys Love', 'Slice of Life']",8.03,638.0,['Cocomi'],Canna
Restart wa Tadaima no Ato de,127366,Manga,7.0,1.0,Finished,"['Boys Love', 'Slice of Life']",7.87,976.0,['Cocomi'],Canna
Ringo ni Hachimitsu,25110,Manga,6.0,1.0,Finished,"['Boys Love', 'Slice of Life', 'Erotica']",7.3,,['Hideyoshico'],Cab
Romantic ja Mono Tarinai,143115,Manga,6.0,1.0,Finished,"['Boys Love', 'Erotica']",,,"['Tarafuku, Haruko']",G-Lish
Rumspringa no Joukei,121082,Manga,5.0,1.0,Finished,"['Boys Love', 'Drama', 'Slice of Life', 'Erotica']",8.18,,"['Azuma, Kaya']",Comic Chocolat
"Saotome Senshu, Hitakakusu",102997,Manga,124.0,10.0,Finished,"['Comedy', 'Romance', 'Sports']",7.48,2646.0,"['Mizuguchi, Naoki']",Big Comic Spirits
Scratch Blue,110682,Manga,6.0,1.0,Finished,"['Boys Love', 'Erotica']",6.73,,"['Mitsuya, Bond']",Fig
Seinen Hakkaten,86565,Manga,6.0,1.0,Finished,"['Boys Love', 'Romance', 'Erotica']",7.31,,"['Amagakure, Gido']",Dear+
"Senpai, Danjite Koi dewa!",123189,Manga,6.0,1.0,Finished,"['Boys Love', 'Slice of Life', 'Erotica']",7.15,,"['Harekawa, Shinta']",Comic fleur
"Senpai, Danjite Koi dewa!: Brush Up",134406,Manga,5.0,1.0,Finished,"['Boys Love', 'Erotica']",7.03,,"['Harekawa, Shinta']",Comic fleur
Sensei no Sensei,127311,Manga,7.0,1.0,Finished,"['Boys Love', 'Slice of Life']",7.16,5589.0,['noji'],Omegaverse Project
"Sensei, Mou Dame desu",128941,Manga,11.0,2.0,Finished,"['Boys Love', 'Erotica']",7.51,,"['Kashima, Chiaki']",Hanaoto
Sex Drop,131580,Manga,6.0,1.0,Finished,"['Boys Love', 'Erotica']",7.22,,['Shikke'],G-Lish
Shingeki no Kyojin: Kuinaki Sentaku,58007,Manga,8.0,2.0,Finished,['Action'],8.17,432.0,"['Suruga, Hikaru', 'Sunaaku, Gan']",ARIA
Smoky Nectar,133899,Manga,6.0,1.0,Finished,"['Boys Love', 'Drama', 'Mystery', 'Supernatural', 'Erotica']",7.14,,"['Minazuki, Akira']",iHertZ
Sonna Kao Shitemo Kiss wa Dame,143868,Manga,6.0,1.0,Finished,['Boys Love'],,31002.0,"['Tsuyuhisa, Fumi']",Daria
"Sono Koi, Jihanki de Kaemasu ka?",134687,Manga,,,Publishing,"['Boys Love', 'Slice of Life', 'Erotica']",,,"['Yoshii, Haruaki']",Charles Mag
Soredemo Kamawanai,61863,Manga,5.0,1.0,Finished,"['Boys Love', 'Erotica']",7.33,,"['Masao, Sangatsu']",Dear+
Sotsugyousei,18200,Manga,16.0,2.0,Finished,"['Boys Love', 'Drama', 'Slice of Life', 'Erotica']",8.53,,"['Nakamura, Asumiko']",Opera
Steins;Gate,17517,Manga,23.0,3.0,Finished,"['Drama', 'Mystery', 'Sci-Fi']",8.04,624.0,"['Nitroplus', 'Sarachi, Yomi']",Comic Alive
Subarashii Kisetsu ni Yasashii Kimi to,135138,Manga,8.0,1.0,Finished,"['Boys Love', 'Erotica']",7.39,,"['Yusen, Atsuko']",Love xxx Boys pixiv
Ten Count,56857,Manga,51.0,6.0,Finished,"['Boys Love', 'Drama', 'Romance', 'Erotica']",7.96,,"['Takarai, Rihito']",Dear+
The Breaker,8586,Manhwa,72.0,10.0,Finished,"['Action', 'Comedy', 'Drama']",8.44,154.0,"['Park, Jin-Hwan', 'Jeon, Geuk-jin']",Young Champ
Time Killers,36277,Manga,11.0,1.0,Finished,"['Action', 'Supernatural']",7.44,2937.0,"['Katou, Kazue']",Jump SQ.
Totsugimasen kara!,105370,Manga,7.0,1.0,Finished,['Boys Love'],7.3,4126.0,['Sunako'],Omegaverse Project
Tsumitsuki,20756,Manga,5.0,1.0,Finished,"['Horror', 'Supernatural']",6.56,12545.0,"['Kiyohara, Hiro']",Ace Assault
Umibe no �tranger,77601,Manga,4.0,1.0,Finished,"['Boys Love', 'Romance', 'Slice of Life', 'Erotica']",7.89,,"['Kii, Kanna']",onBLUE
Umibe no Onnanoko,17353,Manga,20.0,2.0,Finished,"['Drama', 'Romance', 'Slice of Life']",7.28,4365.0,"['Asano, Inio']",Manga Erotics F
Unmei no Hito to Deaeru Koisuru Appli,131934,Manga,12.0,2.0,Finished,['Boys Love'],7.26,4550.0,"['Yuuki, Niko', 'Yayoi, Machi']",Gene pixiv
Unmei no Tsugai ga Omae da Nante,133353,Manga,9.0,1.0,Finished,"['Boys Love', 'Erotica']",7.35,,['Haruta'],Dear+
Utakata no Uroko,117740,Manga,6.0,1.0,Finished,"['Boys Love', 'Slice of Life', 'Erotica']",7.27,,"['Sorai, Mone']",Comic Chocolat
Uzumaki,436,Manga,19.0,3.0,Finished,"['Drama', 'Horror', 'Supernatural']",8.17,423.0,"['Ito, Junji']",Big Comic Spirits
Vitamin,1595,Manga,3.0,1.0,Finished,"['Drama', 'Slice of Life']",7.68,1595.0,"['Suenobu, Keiko']",Bessatsu Friend
Yakimochi wa Kitsuneiro,127719,Manga,6.0,1.0,Finished,"['Boys Love', 'Supernatural']",7.35,3698.0,"['Suehiro, Machi']",.Bloom
Yome wa Hakoiri Musuko,131411,Manga,6.0,1.0,Finished,"['Boys Love', 'Supernatural', 'Erotica']",,,"['Ueda, Niku']",Lynx
"Yozora no Sumikko de,",34755,Manga,10.0,1.0,Finished,['Boys Love'],7.75,1334.0,"['Hayakawa, Nojiko']",HertZ
Zenji-kun Okarishimasu,119454,Manga,6.0,1.0,Finished,"['Boys Love', 'Erotica']",,,"['Tamakawa, Shenna']",Hanamaru Manga
Ao no Exorcist,13492,Manga,,,Publishing,"['Action', 'Fantasy']",7.92,852.0,"['Katou, Kazue']",Jump SQ.
Beastars,103701,Manga,196.0,22.0,Finished,"['Award Winning', 'Drama', 'Slice of Life']",8.3,280.0,"['Itagaki, Paru']",Shounen Champion (Weekly)
Given,79085,Manga,,,Publishing,"['Boys Love', 'Drama', 'Slice of Life']",8.59,79.0,"['Kizu, Natsuki']",Cheri+
O.B.,39565,Manga,11.0,2.0,Finished,"['Boys Love', 'Romance', 'Slice of Life', 'Erotica']",7.89,,"['Nakamura, Asumiko']",Opera
Shinrei Tantei Yakumo,17541,Manga,65.0,14.0,Finished,"['Horror', 'Mystery', 'Romance', 'Supernatural']",8.0,690.0,"['Kaminaga, Manabu', 'Oda, Suzuka']",Asuka (Monthly)
Tsubaki-chou Lonely Planet,89562,Manga,85.0,14.0,Finished,"['Drama', 'Romance']",8.04,625.0,"['Yamamori, Mika']",Margaret
Donten ni Warau,26178,Manga,29.0,6.0,Finished,"['Action', 'Supernatural']",8.15,460.0,"['Karakara, Kemuri']",Comic Avarus
Gate 7,14902,Manga,,,Publishing,"['Adventure', 'Fantasy', 'Supernatural']",7.28,4369.0,['CLAMP'],Jump SQ.
Living no Matsunaga-san,103856,Manga,48.0,11.0,Finished,['Romance'],7.79,1218.0,"['Iwashita, Keiko']",Dessert
Yamada-kun to 7-nin no Majo,35003,Manga,246.0,28.0,Finished,"['Comedy', 'Mystery', 'Romance', 'Supernatural']",8.07,582.0,"['Yoshikawa, Miki']",Shounen Magazine (Weekly)
10 Dance,37565,Manga,,,Publishing,"['Boys Love', 'Drama']",8.01,676.0,"['Inoue, Satou']",Young Magazine the 3rd
"2DK, G Pen, Mezamashidokei.",87175,Manga,45.0,8.0,Finished,['Girls Love'],7.14,5920.0,"['Oosawa, Yayoi']",Comic Yuri Hime
88rhapsody,139490,Manga,6.0,1.0,Finished,"['Boys Love', 'Erotica']",,,"['Sorai, Mone']",Web Canna
Acid Town,14498,Manga,,,Publishing,"['Action', 'Boys Love', 'Drama']",7.91,880.0,['Kyuugou'],RuTile
Adachi to Shimamura,98753,Manga,18.0,3.0,Finished,"['Girls Love', 'Slice of Life']",7.12,6061.0,"['Iruma, Hitoma', 'Mani']",Gangan Online
Aku no Hana,24705,Manga,58.0,11.0,Finished,"['Drama', 'Romance']",8.23,355.0,"['Oshimi, Shuuzou']",Bessatsu Shounen Magazine
Asagao wa Yoru kara Saku,137625,Manga,6.0,1.0,Finished,"['Boys Love', 'Drama', 'Supernatural', 'Erotica']",7.51,,"['Chocodoughnuts', 'Araki, Yuu']",Baby
Atarashii Ashi de Kakenukero.,127790,Manga,38.0,5.0,Finished,"['Drama', 'Sports']",,37900.0,"['Midori, Wataru']",Big Comic Spirits
Banana Fish,756,Manga,110.0,19.0,Finished,"['Action', 'Adventure', 'Drama']",8.64,66.0,"['Yoshida, Akimi']",Betsucomi
Beck,145,Manga,103.0,34.0,Finished,"['Award Winning', 'Comedy', 'Drama', 'Romance', 'Slice of Life']",8.68,57.0,"['Sakuishi, Harold']",Shounen Magazine (Monthly)
Beniiro Hero,634,Manga,87.0,20.0,Finished,"['Drama', 'Romance', 'Sports']",7.86,983.0,"['Takanashi, Mitsuba']",Bessatsu Margaret
blanc,112988,Manga,12.0,2.0,Finished,"['Boys Love', 'Drama', 'Slice of Life']",8.5,123.0,"['Nakamura, Asumiko']",Opera
Blue Sky Complex,66057,Manga,,,Publishing,"['Boys Love', 'Slice of Life', 'Erotica']",8.17,,"['Ichikawa, Kei']",Cab
Boku no Hatsukoi wo Kimi ni Sasagu,4207,Manga,71.0,12.0,Finished,"['Award Winning', 'Romance', 'Slice of Life']",8.05,612.0,"['Aoki, Kotomi']",Sho-Comi
Bokura ga Ita,1031,Manga,70.0,16.0,Finished,"['Award Winning', 'Drama', 'Romance', 'Slice of Life']",8.02,661.0,"['Obata, Yuuki']",Betsucomi
Bokura no Chikyuu no Arukikata,139161,Manga,,,Publishing,"['Adventure', 'Boys Love', 'Slice of Life']",,30288.0,"['Sorai, Mone']",MAGCOMI
Bokura wo Hedateru Ao to Shiro,113062,Manga,5.0,1.0,Finished,"['Boys Love', 'Drama', 'Erotica']",6.61,,['Kiyuhiko'],Honey Milk
Canis Series,57791,Manga,,,Publishing,"['Boys Love', 'Drama', 'Slice of Life']",8.34,229.0,"['Ishie, Hachi']",Opera
Chichi no Koyomi,10179,Manga,12.0,1.0,Finished,['Slice of Life'],8.07,580.0,"['Taniguchi, Jiro']",Big Comic
"Chotto Matte yo, Hanaya-san",112548,Manga,7.0,1.0,Finished,"['Boys Love', 'Slice of Life', 'Erotica']",7.03,,"['Machiya, Hatoko']",iHertZ
Claudine...!,1249,Manga,4.0,1.0,Finished,"['Drama', 'Girls Love']",7.25,4680.0,"['Ikeda, Riyoko']",Margaret
Collectors,18844,Manga,44.0,2.0,Finished,"['Comedy', 'Girls Love', 'Slice of Life', 'Erotica']",7.25,,"['Nishi, Uko']",Rakuen Le Paradis
Contrast,115916,Manga,11.0,1.0,Finished,['Boys Love'],7.12,6086.0,['itz'],Canna
Dark Heaven,123626,Manhwa,84.0,6.0,Finished,"['Boys Love', 'Drama', 'Erotica']",7.99,,['JUNS'],Lezhin Comics Webtoon
Dorohedoro,1133,Manga,190.0,23.0,Finished,"['Action', 'Comedy', 'Fantasy', 'Horror']",8.68,58.0,"['Hayashida, Q']",Gessan
Eigyou Ni-ka!,94266,Manga,7.0,1.0,Finished,"['Boys Love', 'Romance', 'Erotica']",7.67,,"['Kanai, Kei']",drap
Emma,729,Manga,72.0,10.0,Finished,"['Romance', 'Slice of Life']",8.16,436.0,"['Mori, Kaoru']",Comic Beam
Endou-kun no Jikken Note,59341,Manga,13.0,2.0,Finished,"['Boys Love', 'Slice of Life']",7.56,2187.0,"['Hayakawa, Nojiko']",ihr hertZ
Escape Journey,93609,Manga,19.0,3.0,Finished,"['Boys Love', 'Drama', 'Erotica']",7.85,,"['Ogeretsu, Tanaka']",Magazine Be x Boy
Fake,314,Manga,20.0,7.0,Finished,"['Action', 'Boys Love', 'Comedy', 'Erotica']",7.9,,"['Matoh, Sanami']",Magazine Be x Boy
Fangs,129913,Manga,,,Publishing,"['Boys Love', 'Supernatural', 'Erotica']",7.64,,"['Billy, Balibally']",Lynx
Fukakai na Boku no Subete wo,115217,Manga,28.0,5.0,Finished,"['Comedy', 'Drama', 'Romance']",7.93,813.0,"['Konayama, Kata']",Comic MeDu
Futari Ashita mo Sorenari ni,120367,Manga,92.0,5.0,Finished,"['Comedy', 'Romance', 'Slice of Life']",7.87,947.0,['Suzuyuki'],Kurage Bunch
Golden Days,5454,Manga,47.0,8.0,Finished,"['Boys Love', 'Drama', 'Fantasy']",8.02,659.0,"['Takao, Shigeru']",Hana to Yume
Hana nomi zo Shiru,18792,Manga,13.0,3.0,Finished,"['Boys Love', 'Drama', 'Romance', 'Erotica']",8.25,,"['Takarai, Rihito']",Craft
Haru no Menuet,89766,One-shot,1.0,,Finished,['Girls Love'],7.29,4266.0,"['Itou, Hachi']","Hirari,"
Haru wo Daiteita,775,Manga,78.0,14.0,Finished,"['Boys Love', 'Drama', 'Romance', 'Slice of Life', 'Erotica']",8.26,,"['Nitta, Youka']",Be x Boy GOLD
Haruka na Machi e,3258,Manga,16.0,2.0,Finished,"['Drama', 'Slice of Life']",7.99,709.0,"['Taniguchi, Jiro']",Big Comic
Haruka Tooki Ie,136103,Manga,7.0,1.0,Finished,"['Boys Love', 'Drama', 'Erotica']",,,"['Yatsuda, Teki']",Canna Comics
Harukaze no �tranger,77609,Manga,,,Publishing,"['Boys Love', 'Romance', 'Slice of Life', 'Erotica']",8.41,,"['Kii, Kanna']",onBLUE
Heesu in Class 2,127332,Manhwa,81.0,4.0,Finished,['Boys Love'],8.1,537.0,['Lily'],Lezhin Comics Webtoon
"Hello, Melancholic!",122187,Manga,16.0,3.0,Finished,['Girls Love'],7.51,2514.0,"['Oosawa, Yayoi']",Comic Yuri Hime
Hidamari ga Kikoeru: Limit,112091,Manga,19.0,3.0,Finished,"['Boys Love', 'Drama', 'Slice of Life']",8.25,325.0,"['Fumino, Yuki']",Canna
Hikaru ga Shinda Natsu,141833,Manga,,,Publishing,"['Boys Love', 'Horror', 'Mystery', 'Supernatural']",7.83,1076.0,"['Mokumoku, Ren']",Young Ace UP
Hitori Koukan Nikki,107948,Manga,27.0,2.0,Finished,['Slice of Life'],8.11,524.0,"['Nagata, Kabi']",pixiv Comic
Honto Yajuu,14720,Manga,,,Publishing,"['Boys Love', 'Comedy', 'Romance', 'Erotica']",8.5,,"['Yamamoto, Kotetsuko']",GUSH
Hourou Musuko,585,Manga,123.0,15.0,Finished,"['Drama', 'Romance', 'Slice of Life']",8.26,312.0,"['Shimura, Takako']",Comic Beam
Ikemen Girl to Hakoiri Musume,122672,Manga,14.0,2.0,Finished,"['Comedy', 'Girls Love']",7.79,1217.0,"['majoccoid', 'Mochi Au Lait']",Comic REX
J no Subete,16276,Manga,16.0,3.0,Finished,"['Boys Love', 'Drama', 'Romance', 'Erotica']",8.12,,"['Nakamura, Asumiko']",Manga Erotics F
Jealousy,100267,Manga,,,Publishing,"['Boys Love', 'Drama', 'Romance', 'Erotica']",7.71,,"['Beriko, Scarlet']",Cheri+
Junai Tokkou Taichou!,381,Manga,25.0,13.0,Finished,"['Comedy', 'Romance']",7.76,1274.0,"['Seino, Shizuru']",Bessatsu Friend
Kaijuu no Kodomo,5655,Manga,43.0,5.0,Finished,"['Drama', 'Mystery', 'Supernatural']",8.0,693.0,"['Igarashi, Daisuke']",Ikki
Kakeochi Girl,122842,Manga,16.0,4.0,Finished,"['Drama', 'Girls Love', 'Romance', 'Slice of Life']",7.9,896.0,['Battan'],Hatsu Kiss
Kakukaku Shikajika,44307,Manga,34.0,5.0,Finished,"['Award Winning', 'Slice of Life']",8.55,98.0,"['Higashimura, Akiko']",Cocohana
Kanojo to Kanojo no Neko,96334,Manga,4.0,1.0,Finished,"['Romance', 'Slice of Life']",7.36,3618.0,"['Shinkai, Makoto', 'Yamaguchi, Tsubasa']",Afternoon
Kase-san Series,38105,Manga,,,Publishing,"['Girls Love', 'Romance']",8.12,504.0,"['Takashima, Hiromi']",Wings
Kikoeru?,101688,Manga,7.0,1.0,Finished,"['Boys Love', 'Romance', 'Erotica']",7.42,,"['Hashimoto, Aoi']",WEBLink
Kimi ni wa Todokanai.,120481,Manga,,,Publishing,['Boys Love'],7.76,1278.0,['Mika'],Gene pixiv
Kimi no Yume wo Miteiru,109013,Manga,7.0,1.0,Finished,"['Boys Love', 'Romance', 'Slice of Life', 'Erotica']",7.59,,"['ARUKU', 'Kouki.']",RuTiLe Sweet
Kimi wa Kawaii Onnanoko,92672,Manga,54.0,13.0,Finished,['Romance'],7.51,2513.0,"['Ichinohe, Rumi']",Bessatsu Friend
Kinou Nani Tabeta?,7989,Manga,,,Publishing,"['Award Winning', 'Gourmet', 'Slice of Life']",7.47,2734.0,"['Yoshinaga, Fumi']",Morning
Kiss de Egaku Ittousei,143024,Manga,7.0,1.0,Finished,"['Boys Love', 'Erotica']",7.2,,"['Wata, Rainy']",Love xxx Boys pixiv
"Koi Kirari, Kage Sururi",136471,Manga,7.0,1.0,Finished,"['Boys Love', 'Erotica']",6.84,,['Shikke'],drap
Koimonogatari,92252,Manga,,,Publishing,"['Boys Love', 'Drama', 'Slice of Life']",8.29,290.0,"['Tagura, Tohru']",RuTile
Koisaku Potager,81435,Manga,5.0,1.0,Finished,"['Boys Love', 'Comedy', 'Romance']",7.35,3662.0,"['Mita, Homuro']",CIEL
Kono Oto Tomare!,45143,Manga,,,Publishing,['Drama'],8.7,51.0,"['Sakura, Amyuu']",Jump SQ.
Kono Sekai no Katasumi ni,11243,Manga,48.0,3.0,Finished,['Drama'],8.16,441.0,"['Kouno, Fumiyo']",Manga Action
Konya mo Nemurenai,33251,Manga,19.0,3.0,Finished,"['Boys Love', 'Supernatural', 'Erotica']",8.03,,"['Yamamoto, Kotetsuko']",RuTile
Labradorescence,78381,Manga,6.0,1.0,Finished,"['Boys Love', 'Erotica']",7.38,,['ymz'],ihr hertZ
Let Dai,1033,Manhwa,75.0,15.0,Finished,"['Boys Love', 'Drama', 'Romance']",8.14,469.0,"['Won, Soo-yeon']",Wink
Links,86571,Manga,9.0,1.0,Finished,['Boys Love'],7.65,1730.0,"['Kizu, Natsuki']",Be x Boy GOLD
MADK,115345,Manga,,,Publishing,"['Boys Love', 'Horror', 'Supernatural', 'Erotica']",7.99,,"['Sumiyoshi, Ryou']",Canna
Mahou ga Tsukaenakutemo,99894,Manga,6.0,1.0,Finished,"['Slice of Life', 'Supernatural']",6.93,8492.0,"['Kii, Kanna']",Feel Young
Mars,443,Manga,59.0,15.0,Finished,"['Drama', 'Romance', 'Slice of Life']",8.33,238.0,"['Souryo, Fuyumi']",Bessatsu Friend
"Mata, Onaji Yume wo Miteita",110160,Manga,12.0,3.0,Finished,['Drama'],8.4,194.0,"['Kirihara, Idumi', 'Sumino, Yoru']",Monthly Action
Mejirobana no Saku,110560,Manga,,,Publishing,"['Drama', 'Girls Love']",7.19,5232.0,"['Nakamura, Asumiko']",Rakuen Le Paradis
Merry Checker,16084,Manga,6.0,1.0,Finished,"['Boys Love', 'Comedy', 'Romance', 'Erotica']",7.65,,"['Suzuki, Tsuta']",Chara Selection
"Miki-san, Daisuki desu!",128377,Manga,34.0,3.0,Finished,"['Comedy', 'Romance']",6.85,9433.0,"['Obata, Tsunechika']",Young Ace UP
Mizutama Honey Boy,84339,Manga,63.0,10.0,Finished,"['Comedy', 'Romance']",7.67,1625.0,"['Ike, Junko']",LaLa
