Username,mal_id,score
"['Dokubachi', 1702, 0]"
"['Dokubachi', 11434, 0]"
"['Dokubachi', 1517, 0]"
"['Dokubachi', 1630, 0]"
"['Dokubachi', 872, 0]"
"['Dokubachi', 29361, 0]"
"['Dokubachi', 4617, 0]"
"['Dokubachi', 5427, 0]"
"['Dokubachi', 23593, 0]"
"['Dokubachi', 4751, 0]"
"['Dokubachi', 6853, 0]"
"['Dokubachi', 24808, 0]"
"['Dokubachi', 24561, 0]"
"['Dokubachi', 13102, 0]"
"['Dokubachi', 17222, 0]"
"['Dokubachi', 8803, 0]"
"['Dokubachi', 23778, 0]"
"['Dokubachi', 91432, 0]"
"['Dokubachi', 15426, 0]"
"['Dokubachi', 1132, 0]"
"['Dokubachi', 401, 0]"
"['Dokubachi', 44013, 0]"
"['Dokubachi', 26012, 0]"
"['Dokubachi', 9004, 0]"
"['Dokubachi', 12710, 0]"
"['Dokubachi', 13666, 0]"
"['Dokubachi', 932, 0]"
"['Dokubachi', 1219, 0]"
"['Dokubachi', 16285, 0]"
"['Dokubachi', 14943, 0]"
"['Dokubachi', 5709, 0]"
"['Dokubachi', 13975, 0]"
"['Dokubachi', 5689, 0]"
"['Dokubachi', 1929, 0]"
"['Dokubachi', 52435, 0]"
"['Dokubachi', 89799, 0]"
"['Dokubachi', 48283, 0]"
"['Dokubachi', 1415, 0]"
"['Dokubachi', 7666, 0]"
"['Dokubachi', 8782, 0]"
"['Dokubachi', 8988, 0]"
"['Dokubachi', 584, 0]"
"['Dokubachi', 5158, 0]"
"['Dokubachi', 1, 0]"
"['Dokubachi', 110313, 0]"
"['Dokubachi', 19969, 0]"
"['Dokubachi', 111820, 0]"
"['Dokubachi', 70405, 0]"
"['Dokubachi', 94968, 0]"
"['Dokubachi', 541, 0]"
"['Dokubachi', 11, 0]"
"['Dokubachi', 87866, 0]"
"['Dokubachi', 116439, 0]"
"['Dokubachi', 10521, 0]"
"['Dokubachi', 1934, 0]"
"['Dokubachi', 96866, 0]"
"['Dokubachi', 81083, 0]"
"['Dokubachi', 17465, 0]"
"['Dokubachi', 8967, 0]"
"['Dokubachi', 12563, 0]"
"['Dokubachi', 90280, 0]"
"['Dokubachi', 470, 0]"
"['Dokubachi', 14121, 0]"
"['Dokubachi', 15895, 0]"
"['Dokubachi', 15247, 0]"
"['Dokubachi', 3337, 0]"
"['Dokubachi', 486, 0]"
"['Dokubachi', 17145, 0]"
"['Dokubachi', 24878, 0]"
"['Dokubachi', 13097, 0]"
"['Dokubachi', 20532, 0]"
"['Dokubachi', 915, 0]"
"['Dokubachi', 502, 0]"
"['Dokubachi', 34031, 0]"
"['Dokubachi', 30017, 0]"
"['Dokubachi', 19182, 0]"
"['Dokubachi', 3575, 0]"
"['Dokubachi', 103688, 0]"
"['Dokubachi', 59229, 0]"
"['Dokubachi', 36903, 0]"
"['Dokubachi', 4307, 0]"
"['Dokubachi', 82089, 0]"
"['Dokubachi', 5461, 0]"
"['Dokubachi', 100124, 0]"
"['Dokubachi', 8645, 0]"
"['Dokubachi', 727, 0]"
"['Dokubachi', 3868, 0]"
"['Dokubachi', 736, 0]"
"['Dokubachi', 14413, 0]"
"['Dokubachi', 12402, 0]"
